V1,Average Value of bitstampUSD Buys
8/21/2017,4211.646619
8/22/2017,4238.931137
8/23/2017,3914.758345
8/24/2017,3544.06063
8/25/2017,3411.324536
8/26/2017,3689.817771
8/27/2017,3632.652541
8/28/2017,3942.416093
8/29/2017,3955.558165
8/30/2017,3938.75354
8/31/2017,3741.928012
9/1/2017,3617.947794
9/2/2017,3727.466756
9/3/2017,3695.876864
9/4/2017,3840.858643
9/5/2017,3915.01266
9/6/2017,4057.934783
9/7/2017,4184.632532
9/8/2017,4132.906904
9/9/2017,4274.595331
9/10/2017,4290.110684
9/11/2017,4395.118491
9/12/2017,4296.122052
9/13/2017,4233.61398
9/14/2017,4258.165441
9/15/2017,4366.351949
9/16/2017,4371.073738
9/17/2017,4512.636937
9/18/2017,4682.231776
9/19/2017,4810.606899
9/20/2017,4799.19476
9/21/2017,5146.701543
9/22/2017,5613.144654
9/23/2017,5679.883923
9/24/2017,5591.837651
9/25/2017,5681.814966
9/26/2017,5605.073607
9/27/2017,5370.578665
9/28/2017,5663.131174
9/29/2017,5858.433262
9/30/2017,6059.774755
10/1/2017,5875.17296
10/2/2017,5838.958492
10/3/2017,5643.531607
10/4/2017,5544.640492
10/5/2017,5856.527106
10/6/2017,5789.73374
10/7/2017,5734.225577
10/8/2017,6002.610787
10/9/2017,6127.02113
10/10/2017,6296.939728
10/11/2017,6522.092753
10/12/2017,6967.056495
10/13/2017,7260.153043
10/14/2017,7268.126522
10/15/2017,7447.548845
10/16/2017,7184.296815
10/17/2017,7100.549039
10/18/2017,7422.196311
10/19/2017,7231.013995
10/20/2017,6846.610083
10/21/2017,6513.136596
10/22/2017,6061.591806
10/23/2017,6395.932457
10/24/2017,6584.651781
10/25/2017,7062.367463
10/26/2017,7567.819795
10/27/2017,7813.358553
10/28/2017,7682.595436
10/29/2017,7858.716022
10/30/2017,8100.748666
10/31/2017,8121.223271
11/1/2017,8199.933937
11/2/2017,8161.334706
11/3/2017,8170.335349
11/4/2017,8451.207266
11/5/2017,9015.257239
11/6/2017,9542.249724
11/7/2017,9850.384348
11/8/2017,10373.60629
11/9/2017,9807.936137
11/10/2017,10263.63166
11/11/2017,10928.63662
11/12/2017,11277.71957
11/13/2017,11324.87844
11/14/2017,11660.7462
11/15/2017,12679.47293
11/16/2017,14826.44713
11/17/2017,15344.65425
11/18/2017,14577.09358
11/19/2017,14208.47124
11/20/2017,16283.47771
11/21/2017,16822.17986
11/22/2017,16487.37071
11/23/2017,16356.13029
11/24/2017,17329.59709
11/25/2017,18429.2549
11/26/2017,19197.78604
11/27/2017,18664.53159
11/28/2017,18138.05911
11/29/2017,16736.96816
11/30/2017,16082.4685
12/1/2017,13598.84308
12/2/2017,14784.52774
12/3/2017,13585.57988
12/4/2017,13975.13913
12/5/2017,15396.81338
12/6/2017,15475.45875
12/7/2017,14227.4036
12/8/2017,14484.86591
12/9/2017,13233.98314
12/10/2017,13316.85411
12/11/2017,13386.42927
12/12/2017,14042.64387
12/13/2017,14947.89805
12/14/2017,14802.36393
12/15/2017,15967.97272
12/16/2017,16677.66057
12/17/2017,16436.36191
12/18/2017,15161.0522
12/19/2017,14750.40072
12/20/2017,14112.9672
12/21/2017,13611.44838
12/22/2017,13640.48357
12/23/2017,14234.59561
12/24/2017,13572.66829
12/25/2017,13848.76508
12/26/2017,11863.07672
12/27/2017,10586.77845
12/28/2017,11513.6964
12/29/2017,11506.97492
12/30/2017,12496.90193
12/31/2017,11822.47192
1/1/2018,10924.1439
1/2/2018,10679.62451
1/3/2018,11053.01882
1/4/2018,11310.21083
1/5/2018,10872.91495
1/6/2018,11274.07835
1/7/2018,11682.81604
1/8/2018,11289.36595
1/9/2018,10445.17596
1/10/2018,9951.096148
1/11/2018,9273.790122
1/12/2018,8478.139684
1/13/2018,8959.611118
1/14/2018,8548.183588
1/15/2018,7393.315858
1/16/2018,6859.628255
1/17/2018,7963.541719
1/18/2018,8252.251474
1/19/2018,8291.49969
1/20/2018,8705.457442
1/21/2018,8170.189907
1/22/2018,8649.597799
1/23/2018,8590.957231
1/24/2018,9085.751345
1/25/2018,9818.343743
1/26/2018,10026.73842
1/27/2018,10695.17903
1/28/2018,10720.90071
1/29/2018,10915.34459
1/30/2018,11486.29762
1/31/2018,10798.86609
2/1/2018,10186.59197
2/2/2018,10013.6334
2/3/2018,9860.775476
2/4/2018,9576.428048
2/5/2018,9986.046824
2/6/2018,10552.08647
2/7/2018,10616.49133
2/8/2018,10675.39262
2/9/2018,10982.95313
2/10/2018,11333.83959
2/11/2018,11265.6241
2/12/2018,11541.22141
2/13/2018,11006.39484
2/14/2018,10159.64534
2/15/2018,9643.87779
2/16/2018,8880.665615
2/17/2018,9229.484307
2/18/2018,9114.579616
2/19/2018,9383.358275
2/20/2018,9156.960431
2/21/2018,8599.005031
2/22/2018,8085.154805
2/23/2018,8317.098394
2/24/2018,8045.445512
2/25/2018,7689.010902
2/26/2018,8382.557858
2/27/2018,8706.096175
2/28/2018,8975.796783
3/1/2018,8764.360865
3/2/2018,8527.958849
3/3/2018,8836.73129
3/4/2018,8530.629288
3/5/2018,8174.13848
3/6/2018,7960.416455
3/7/2018,7926.711372
3/8/2018,7426.97059
3/9/2018,6872.76752
3/10/2018,7022.021989
3/11/2018,6734.899319
3/12/2018,6983.61043
3/13/2018,7336.105986
3/14/2018,7049.221579
3/15/2018,6757.68051
3/16/2018,6637.082505
3/17/2018,6896.015338
3/18/2018,6996.175862
3/19/2018,6814.397288
3/20/2018,6770.05698
3/21/2018,6889.571668
3/22/2018,7420.926545
3/23/2018,8016.752363
3/24/2018,8018.043385
3/25/2018,8226.365739
3/26/2018,8089.986868
3/27/2018,8029.86425
3/28/2018,8069.906031
3/29/2018,8215.541114
3/30/2018,8477.3225
3/31/2018,8800.375893
4/1/2018,8888.251658
4/2/2018,8897.809662
4/3/2018,9322.959896
4/4/2018,9185.242583
4/5/2018,8888.073351
4/6/2018,9199.091424
4/7/2018,9241.68977
4/8/2018,9354.790745
4/9/2018,9280.918557
4/10/2018,8991.035314
4/11/2018,9117.445585
4/12/2018,9400.95234
4/13/2018,9660.778573
4/14/2018,9833.003311
4/15/2018,9602.585392
4/16/2018,9336.457343
4/17/2018,9251.536288
4/18/2018,9174.548125
4/19/2018,9242.702835
4/20/2018,8695.334601
4/21/2018,8416.127046
4/22/2018,8563.32266
4/23/2018,8583.073886
4/24/2018,8646.230989
4/25/2018,8271.846107
4/26/2018,8259.298831
4/27/2018,8099.583916
4/28/2018,8256.130438
4/29/2018,8373.699555
4/30/2018,8452.10825
5/1/2018,8201.797249
5/2/2018,7753.41597
5/3/2018,7515.425853
5/4/2018,7482.080166
5/5/2018,7481.387467
5/6/2018,7309.438012
5/7/2018,7240.895624
5/8/2018,7288.500006
5/9/2018,7433.644794
5/10/2018,7510.49923
5/11/2018,7477.973153
5/12/2018,7607.532296
5/13/2018,7699.325992
5/14/2018,7574.029461
5/15/2018,7476.814088
